CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
CUST0310,Leonard Coleman,45,Female,Monthly,2024-05-15,2024-07-20,12,10,1
CUST0311,Kevin Jones,28,Other,Quarterly,2026-01-31,2026-03-02,39,2,0
CUST0312,Chase Henry,40,Female,Yearly,2025-12-16,2026-03-02,23,1,0
CUST0313,Danielle Gregory,55,Male,Quarterly,2025-08-15,2026-01-16,15,1,1
CUST0314,Brian Banks,21,Female,Yearly,2025-09-06,2025-11-22,19,3,1
CUST0315,Jeffrey Berg,34,Male,Monthly,2026-02-25,2026-03-13,7,5,0
CUST0316,Andre West,42,Male,Quarterly,2025-06-16,2025-09-16,18,8,1
CUST0317,Scott Lopez,42,Other,Monthly,2025-06-08,2025-12-13,1,8,1
CUST0318,Karen Brown,24,Male,Monthly,2025-06-29,2025-11-15,4,3,1
CUST0319,Kevin Acosta,34,Female,Monthly,2025-04-24,2025-05-15,48,8,1
CUST0320,Billy White,51,Female,Quarterly,2024-07-24,2024-12-26,34,3,1
CUST0321,Leslie Newman,56,Male,Yearly,2026-02-21,2026-03-24,31,3,0
CUST0322,Mr. John Thompson,19,Female,Quarterly,2024-05-27,2024-07-21,27,10,1
CUST0323,Angela Thompson,46,Other,Monthly,2024-12-29,2025-04-23,11,7,1
CUST0324,Mike Chen MD,27,Male,Yearly,2024-07-24,2026-03-05,13,2,0
CUST0325,Heather Johnson,25,Male,Monthly,2025-01-04,2025-01-04,8,10,1
CUST0326,Bobby Murphy,24,Male,Yearly,2025-02-11,2025-11-10,44,3,1
CUST0327,Christopher Sanchez,23,Female,Quarterly,2025-03-12,2025-03-25,33,8,1
CUST0328,Lisa Gibbs,40,Male,Quarterly,2025-05-01,2025-11-03,0,4,1
CUST0329,Michael Rich,34,Male,Yearly,2024-12-29,2025-11-09,10,8,1
CUST0330,Michael Freeman,43,Other,Monthly,2025-02-12,2026-03-06,50,5,0
CUST0331,Craig Young,28,Other,Monthly,2024-05-21,2025-03-14,18,8,1
CUST0332,Micheal Smith,57,Male,Yearly,2025-05-09,2026-04-22,7,3,0
CUST0333,Daniel Dixon,21,Male,Quarterly,2025-05-11,2025-10-14,18,10,1
CUST0334,Jennifer King,24,Male,Monthly,2025-08-07,2025-12-28,38,1,1
CUST0335,Veronica Freeman,22,Male,Yearly,2025-01-19,2025-09-23,45,1,1
CUST0336,Jennifer Johnson,21,Female,Yearly,2026-02-28,2026-03-08,22,5,0
CUST0337,Erin Mercado,23,Other,Monthly,2025-05-21,2026-02-19,44,5,1
CUST0338,Marc Harper,40,Female,Monthly,2025-06-26,2025-11-21,5,1,1
CUST0339,Brandon Campbell,20,Male,Monthly,2024-11-29,2025-05-11,46,8,1
CUST0340,Mark Stout,58,Male,Yearly,2024-07-19,2025-02-24,39,8,1
CUST0341,Ashley Morse,46,Male,Quarterly,2025-10-19,2026-03-04,18,9,0
CUST0342,Brian Smith,22,Male,Quarterly,2026-01-28,2026-02-23,17,8,1
CUST0343,Brandon Ray,18,Female,Yearly,2025-10-06,2025-10-08,50,9,1
CUST0344,Sheryl Lester,25,Other,Yearly,2026-01-25,2026-04-22,21,2,0
CUST0345,Amber Phillips,19,Other,Quarterly,2026-02-23,2026-03-05,48,7,0
CUST0346,Catherine Vaughn,38,Female,Monthly,2024-09-16,2025-05-06,9,6,1
CUST0347,Madeline Bolton,20,Female,Monthly,2025-12-22,2026-04-07,31,7,0
CUST0348,Monique Delgado,47,Other,Monthly,2025-08-29,2026-04-10,42,7,0
CUST0349,Sarah Cook,44,Female,Quarterly,2025-04-24,2025-05-05,29,2,1
CUST0350,Joel Rodriguez,35,Other,Quarterly,2024-07-16,2025-07-18,32,2,1
CUST0351,Dean Novak,50,Male,Yearly,2024-06-22,2025-10-10,8,1,1
CUST0352,Brian Rivera,59,Female,Monthly,2024-08-27,2025-09-17,8,4,1
CUST0353,Kathleen Martinez,57,Other,Yearly,2024-07-31,2024-09-22,40,1,1
CUST0354,Ryan Hammond,22,Male,Monthly,2024-05-25,2025-02-13,33,4,1
CUST0355,Kathy Humphrey,46,Other,Quarterly,2025-09-28,2025-10-29,49,9,1
CUST0356,Deborah Holder,44,Other,Quarterly,2025-03-14,2025-05-14,5,1,1
CUST0357,Vanessa Miles,32,Other,Quarterly,2025-11-21,2026-04-19,49,2,0
CUST0358,Michael Roth,23,Female,Quarterly,2025-10-30,2025-12-10,28,4,1
CUST0359,Donna Montoya DDS,24,Other,Yearly,2025-12-21,2026-04-14,44,9,0
CUST0360,Robert Thomas,51,Female,Yearly,2025-05-15,2025-08-01,29,9,1
CUST0361,Danielle Moreno,40,Female,Quarterly,2025-11-08,2026-01-16,26,2,1
CUST0362,Shelby Harris,55,Male,Yearly,2025-04-25,2025-05-21,15,3,1
CUST0363,William Williams,58,Male,Monthly,2025-04-25,2025-07-04,49,5,1
CUST0364,Brandon Rodriguez,31,Male,Yearly,2024-07-19,2026-02-01,2,10,1
CUST0365,Sarah Decker,33,Female,Quarterly,2024-12-30,2025-10-31,22,2,1
CUST0366,George Sparks,58,Other,Monthly,2024-07-27,2025-05-28,42,8,1
CUST0367,Jordan Johnson,43,Female,Quarterly,2024-05-18,2026-03-24,37,10,0
CUST0368,Kyle Howard,43,Female,Monthly,2024-05-14,2024-11-25,3,3,1
CUST0369,Michael Phillips,26,Female,Yearly,2024-11-25,2025-04-24,16,7,1
CUST0370,Tammy Hernandez,43,Other,Quarterly,2024-10-28,2025-05-19,4,2,1
CUST0371,Catherine Lee,35,Female,Quarterly,2025-01-29,2026-02-06,35,3,1
CUST0372,Michelle Dean,60,Male,Quarterly,2024-05-21,2025-01-09,5,9,1
CUST0373,Tyler Arellano,43,Male,Quarterly,2025-07-02,2025-09-04,45,6,1
CUST0374,Misty Gutierrez,27,Other,Monthly,2025-05-16,2025-10-12,0,2,1
CUST0375,Roger Harper,44,Male,Yearly,2025-11-16,2026-03-06,5,1,0
CUST0376,Eric Wagner,25,Other,Yearly,2025-10-28,2026-01-23,0,7,1
CUST0377,Kristen Carter,45,Other,Monthly,2024-07-10,2026-01-19,10,5,1
CUST0378,Paul Webster,59,Other,Yearly,2025-10-04,2026-03-22,31,8,0
CUST0379,Patricia Weeks,35,Female,Monthly,2025-04-06,2026-03-24,3,4,1
CUST0380,Jonathan Yates,25,Female,Quarterly,2025-07-03,2025-07-06,5,1,1
CUST0381,Diane Perez,45,Female,Monthly,2025-03-29,2025-12-19,2,3,1
CUST0382,Barry Edwards,33,Female,Quarterly,2026-02-04,2026-03-29,32,5,0
CUST0383,Carlos Brown,52,Other,Quarterly,2025-08-16,2025-09-19,26,8,1
CUST0384,Andrew Burke,43,Male,Quarterly,2025-09-01,2025-10-19,24,10,1
CUST0385,David Ellis,31,Female,Quarterly,2024-08-22,2024-10-30,3,7,1
CUST0386,Caroline Aguilar,49,Female,Monthly,2025-07-14,2026-02-26,35,8,0
CUST0387,William Schroeder,42,Other,Monthly,2025-12-22,2025-12-28,15,4,1
CUST0388,James Fry,27,Female,Yearly,2024-09-19,2026-02-24,24,8,0
CUST0389,Jasmine Ellis,27,Female,Monthly,2026-03-08,2026-03-29,24,7,0
CUST0390,Angela Nguyen,42,Male,Monthly,2024-11-04,2025-10-31,42,1,1
CUST0391,Daniel Cline,32,Other,Yearly,2024-11-07,2025-07-12,7,2,1
CUST0392,Martha Gutierrez,24,Other,Yearly,2026-01-27,2026-04-02,9,1,0
CUST0393,Jasmin Ramos,58,Male,Yearly,2025-09-24,2026-03-31,29,9,0
CUST0394,Shane Guerra,47,Female,Monthly,2025-09-11,2025-12-29,8,6,1
CUST0395,Jackson Waller,53,Female,Monthly,2025-01-19,2025-12-15,25,8,1
CUST0396,Dylan Phillips,32,Male,Yearly,2025-02-25,2025-09-11,4,6,1
CUST0397,Deborah Frazier,22,Female,Quarterly,2025-06-17,2026-01-03,32,7,1
CUST0398,Jackie Payne,46,Male,Quarterly,2025-12-31,2025-12-31,23,3,1
CUST0399,Christopher Owens,28,Female,Yearly,2026-02-11,2026-02-19,13,3,1
CUST0400,Tina Anderson MD,52,Female,Quarterly,2024-05-29,2025-08-07,30,2,1
CUST0401,Adrian Gonzalez,21,Male,Quarterly,2025-02-04,2026-04-21,45,10,0
CUST0402,Tiffany Phelps,43,Other,Yearly,2024-07-11,2024-10-07,26,4,1
CUST0403,Brandon Butler,49,Male,Quarterly,2025-01-14,2025-12-14,45,7,1
CUST0404,Danielle Cobb,49,Male,Quarterly,2025-02-03,2025-11-14,18,5,1
CUST0405,Barry Brown,56,Female,Monthly,2024-05-11,2025-03-30,28,5,1
CUST0406,Robert Brown,60,Female,Monthly,2024-06-11,2025-01-13,41,10,1
CUST0407,Mrs. Maria Robinson,29,Male,Quarterly,2026-01-27,2026-04-20,44,10,0
CUST0408,Patricia Grant,30,Female,Yearly,2025-09-23,2026-01-23,43,1,1
CUST0409,Jessica Stout,29,Female,Quarterly,2025-01-22,2025-07-31,7,6,1
CUST0410,Emily Maddox,22,Other,Monthly,2025-08-19,2025-10-28,6,7,1
CUST0411,Tracy Miller,33,Other,Quarterly,2025-02-07,2025-08-28,7,5,1
CUST0412,Jeffrey Johnson,52,Female,Monthly,2024-06-20,2025-02-12,15,6,1
CUST0413,Sandy Barnes,29,Female,Yearly,2024-07-17,2024-11-29,4,7,1
CUST0414,James Townsend,28,Male,Monthly,2025-10-20,2026-01-28,13,10,1
CUST0415,Guy Robinson,39,Male,Quarterly,2024-06-26,2025-09-01,16,10,1
CUST0416,James Garcia,51,Other,Monthly,2024-05-17,2025-10-24,32,6,1
CUST0417,Francisco Robinson,53,Other,Quarterly,2025-02-04,2025-02-08,0,8,1
CUST0418,Michael Hogan,26,Other,Monthly,2024-04-27,2024-08-06,28,7,1
CUST0419,Diane Newman,52,Male,Quarterly,2026-01-14,2026-03-17,8,4,0
CUST0420,Carly Cox,46,Male,Monthly,2025-06-12,2026-02-24,38,10,0
CUST0421,Anthony Avery,37,Female,Yearly,2024-12-05,2025-08-20,29,6,1
CUST0422,Vanessa Hall,52,Other,Quarterly,2025-12-24,2026-02-08,50,5,1
CUST0423,Nathan Ochoa,49,Other,Yearly,2025-06-07,2025-10-25,43,9,1
CUST0424,Henry Davis,44,Male,Quarterly,2024-12-04,2025-12-06,22,1,1
CUST0425,Lawrence Watson,46,Female,Quarterly,2024-11-12,2025-11-05,48,7,1
CUST0426,Courtney Padilla,55,Male,Monthly,2026-02-22,2026-03-28,33,9,0
CUST0427,Walter Harrison,51,Other,Yearly,2026-01-03,2026-02-28,27,9,0
CUST0428,Teresa Rodriguez,57,Other,Quarterly,2026-03-24,2026-03-31,5,5,0
CUST0429,Megan Young,36,Other,Monthly,2025-11-02,2025-12-19,26,6,1
CUST0430,Michael Faulkner,60,Male,Quarterly,2024-05-08,2025-06-28,10,10,1
CUST0431,Jordan Bell,34,Male,Yearly,2024-07-19,2024-08-01,49,3,1
CUST0432,Sheryl Beasley,24,Other,Yearly,2026-03-05,2026-04-05,34,6,0
CUST0433,Teresa Brady,36,Male,Quarterly,2024-09-16,2024-12-26,40,6,1
CUST0434,Rachel Potter,51,Other,Yearly,2024-10-23,2026-02-18,50,5,1
CUST0435,Nicole Savage,42,Female,Quarterly,2025-12-07,2026-01-17,14,6,1
CUST0436,Jonathan Willis,43,Male,Quarterly,2024-06-23,2025-07-01,13,1,1
CUST0437,Katelyn Bishop,60,Female,Monthly,2026-01-13,2026-03-16,31,2,0
CUST0438,Jake Sandoval,38,Other,Yearly,2025-09-17,2025-10-13,22,2,1
CUST0439,Julie Watkins,44,Male,Quarterly,2025-03-19,2026-01-04,21,3,1
CUST0440,Rachel Hill,36,Female,Yearly,2024-08-06,2025-09-27,30,9,1
CUST0441,Kristina Gamble,35,Male,Monthly,2024-06-03,2024-09-06,35,10,1
CUST0442,Paul Maxwell,48,Female,Monthly,2024-07-02,2024-07-22,46,10,1
CUST0443,Jennifer Thornton,59,Female,Quarterly,2024-06-28,2025-03-20,16,3,1
CUST0444,Jared Thomas,39,Other,Monthly,2025-12-20,2026-02-24,19,3,0
CUST0445,Nicole Marquez,60,Female,Quarterly,2024-09-20,2026-02-01,10,7,1
CUST0446,Robert Frank,39,Male,Yearly,2024-10-18,2025-05-24,14,4,1
CUST0447,Kimberly Scott,26,Other,Quarterly,2025-02-22,2025-09-15,47,1,1
CUST0448,Darryl Jackson,37,Other,Quarterly,2026-03-14,2026-04-10,36,8,0
CUST0449,Kristen Reyes,53,Female,Quarterly,2025-06-20,2025-08-01,41,5,1
CUST0450,Crystal Baxter,32,Male,Quarterly,2025-03-23,2025-06-05,42,4,1
CUST0451,Ernest Lang,35,Male,Monthly,2024-09-29,2025-07-05,23,10,1
CUST0452,Emily Williams,29,Other,Monthly,2025-11-25,2026-01-18,1,9,1
CUST0453,Barbara Gillespie,33,Female,Quarterly,2024-09-08,2024-10-27,5,7,1
CUST0454,Ashley Vargas,41,Male,Quarterly,2025-01-10,2025-03-02,27,1,1
CUST0455,Renee Riley,38,Female,Yearly,2024-06-29,2025-04-09,5,8,1
CUST0456,Dawn Rodriguez,30,Other,Monthly,2024-06-19,2025-08-25,4,2,1
CUST0457,Mr. Jason Berry Jr.,44,Female,Quarterly,2025-09-20,2026-01-14,30,3,1
CUST0458,Kim Brooks,38,Male,Yearly,2024-08-12,2025-07-17,6,1,1
CUST0459,Jennifer Johnson,45,Female,Monthly,2024-08-12,2026-03-27,14,9,0
CUST0460,Crystal Smith,49,Other,Monthly,2024-12-21,2026-03-29,34,3,0
CUST0461,Mark Norris,44,Female,Yearly,2025-07-26,2025-12-27,13,8,1
CUST0462,Sharon Rowe,56,Other,Monthly,2025-05-24,2025-08-17,23,9,1
CUST0463,Kathy Lewis,57,Female,Yearly,2024-10-29,2026-04-12,36,6,0
CUST0464,Caitlyn Mata,48,Other,Yearly,2025-10-29,2026-02-05,24,5,1
CUST0465,April Flores,47,Female,Yearly,2025-03-23,2025-08-19,19,2,1
CUST0466,Christopher Holland,23,Other,Quarterly,2025-04-06,2025-07-23,12,7,1
CUST0467,Brianna King,59,Other,Monthly,2026-01-21,2026-04-06,3,4,1
CUST0468,Mary Atkins,48,Male,Quarterly,2025-08-06,2026-03-30,42,2,0
CUST0469,Kimberly West,50,Other,Monthly,2025-10-26,2025-12-18,47,10,1
CUST0470,Jennifer Copeland,40,Other,Quarterly,2026-03-07,2026-03-15,24,5,0
CUST0471,Kristen Diaz,21,Other,Yearly,2026-03-15,2026-04-10,26,9,0
CUST0472,Brianna Woods,39,Other,Yearly,2024-12-15,2025-09-09,42,6,1
CUST0473,Olivia Lee,36,Female,Monthly,2025-01-25,2026-03-17,12,10,0
CUST0474,Christopher Shannon,52,Other,Yearly,2025-07-13,2026-01-03,29,1,1
CUST0475,Derek Patterson,21,Female,Monthly,2025-11-26,2026-02-27,23,5,0
CUST0476,Samantha Williams,59,Male,Monthly,2024-12-29,2025-12-08,17,1,1
CUST0477,Mark King,27,Other,Quarterly,2026-02-19,2026-04-03,14,5,0
CUST0478,David Marshall,57,Female,Monthly,2024-05-06,2025-10-02,38,3,1
CUST0479,Sara Poole,32,Female,Yearly,2024-08-06,2025-02-04,30,9,1
CUST0480,Robert Davis,52,Male,Quarterly,2025-05-06,2025-06-23,13,3,1
CUST0481,Brandon Scott,46,Male,Yearly,2025-08-08,2025-10-28,45,4,1
CUST0482,Janet Ross,51,Female,Quarterly,2026-02-11,2026-04-16,30,6,0
CUST0483,Jesse Yang,59,Other,Monthly,2026-01-28,2026-03-02,50,10,0
CUST0484,Justin Lynn,43,Other,Yearly,2026-01-04,2026-04-11,14,4,0
CUST0485,Shannon Bell,58,Female,Monthly,2024-08-23,2025-07-22,28,3,1
CUST0486,Christina Ortiz,28,Female,Quarterly,2024-11-02,2025-12-26,22,7,1
CUST0487,Justin Johnson,44,Female,Monthly,2024-06-26,2025-03-16,28,4,1
CUST0488,Cassandra Rodriguez,47,Female,Quarterly,2024-11-14,2026-02-14,14,3,1
CUST0489,Robert Harvey,59,Male,Quarterly,2024-07-12,2025-04-20,31,5,1
CUST0490,Kevin Miller,37,Male,Yearly,2025-12-19,2026-02-05,36,4,1
CUST0491,Ruth Rollins,28,Female,Monthly,2024-09-22,2026-01-23,44,4,1
CUST0492,Brad Jacobs,47,Female,Yearly,2025-09-06,2025-10-13,43,4,1
CUST0493,Timothy Sullivan,52,Male,Monthly,2025-12-19,2026-03-04,33,1,0
CUST0494,Brian Nelson,47,Other,Monthly,2026-01-27,2026-04-21,41,6,0
CUST0495,Robert Murphy,41,Male,Quarterly,2025-11-22,2025-12-02,2,4,1
CUST0496,Laurie Martinez,45,Female,Monthly,2025-05-18,2025-12-31,45,5,1
CUST0497,Eric Li,51,Female,Yearly,2025-03-30,2025-09-27,8,6,1
CUST0498,Mrs. Karen Bennett MD,31,Other,Monthly,2025-10-02,2025-10-04,42,10,1
CUST0499,Brianna Yang,27,Male,Yearly,2024-12-24,2025-07-08,0,9,1
CUST0500,Amanda Lewis,19,Male,Yearly,2024-10-23,2025-10-07,6,7,1
CUST0501,Rachel Wagner,21,Other,Quarterly,2024-07-11,2025-08-20,27,8,1
CUST0502,Mrs. Suzanne Medina,48,Male,Yearly,2026-01-02,2026-01-27,22,3,1
CUST0503,Javier Graham,46,Other,Yearly,2024-07-29,2025-03-31,29,6,1
CUST0504,Candice Pearson,36,Female,Monthly,2025-10-16,2025-11-26,34,10,1
CUST0505,Alexis Salas,50,Female,Quarterly,2025-08-10,2025-09-07,49,8,1
CUST0506,Daniel Jordan,49,Male,Monthly,2024-06-07,2024-12-28,24,2,1
CUST0507,William Smith,37,Female,Quarterly,2025-03-14,2025-08-28,38,9,1
CUST0508,Emily Evans,18,Other,Yearly,2024-09-25,2026-01-04,15,2,1
CUST0509,Felicia Snyder,32,Other,Yearly,2024-09-11,2025-02-12,37,7,1
CUST0510,John Baker,49,Male,Monthly,2025-09-13,2026-03-04,26,5,0
CUST0511,Andrew Stewart,50,Female,Monthly,2025-10-11,2025-10-18,48,10,1
CUST0512,Dustin Smith,47,Male,Quarterly,2024-09-05,2025-06-08,10,3,1
CUST0513,Mitchell Guerra,21,Other,Monthly,2025-06-12,2026-03-02,27,2,0
CUST0514,Diane Young,28,Male,Monthly,2024-10-27,2026-03-18,35,8,0
CUST0515,Sandy Young,44,Male,Monthly,2025-04-30,2025-05-21,31,10,1
CUST0516,Tammy Fox,20,Male,Monthly,2025-12-24,2026-02-25,38,5,0
CUST0517,Laura Perkins,39,Male,Quarterly,2025-11-01,2025-12-22,10,7,1
CUST0518,Jill Walter,43,Male,Yearly,2024-12-19,2025-08-07,44,5,1
CUST0519,Anthony Ellis,21,Male,Monthly,2025-04-03,2026-02-23,46,10,1
CUST0520,Kari Grant,26,Other,Quarterly,2025-03-28,2025-10-27,0,8,1
CUST0521,Sonya Krause,29,Other,Yearly,2024-11-22,2025-05-22,48,8,1
CUST0522,Monique Young,32,Male,Yearly,2025-03-16,2025-06-30,43,10,1
CUST0523,Barry Cortez,59,Other,Yearly,2025-08-31,2026-03-21,44,2,0
CUST0524,Heather Lopez,20,Male,Monthly,2026-02-09,2026-02-28,7,1,0
CUST0525,Christopher Butler,53,Other,Quarterly,2025-09-09,2026-03-03,3,3,1
CUST0526,Edwin Watkins,27,Male,Yearly,2025-11-28,2025-11-29,30,10,1
CUST0527,Gary Clarke,44,Female,Quarterly,2025-09-26,2026-02-17,41,3,1
CUST0528,Annette Scott,27,Other,Monthly,2025-11-02,2026-02-23,35,4,1
CUST0529,Renee Holmes,51,Other,Monthly,2024-08-30,2024-10-08,27,2,1
CUST0530,Lindsey Hernandez,23,Female,Monthly,2025-08-02,2025-12-01,24,10,1
CUST0531,Brittney Clark,45,Male,Quarterly,2025-12-26,2026-01-13,44,3,1
CUST0532,Susan Gonzalez,51,Female,Quarterly,2025-04-23,2025-11-25,45,10,1
CUST0533,Mark Hopkins,38,Male,Monthly,2025-11-02,2025-12-17,2,5,1
CUST0534,Sara Avila,50,Other,Quarterly,2025-10-31,2025-11-08,21,2,1
CUST0535,Craig Clark,28,Other,Yearly,2025-08-08,2026-03-08,22,6,0
CUST0536,Deborah Hardy,60,Male,Quarterly,2024-06-25,2024-09-28,35,2,1
CUST0537,Jennifer Zimmerman,25,Male,Yearly,2024-10-23,2025-05-08,1,1,1
CUST0538,Marissa Cordova,48,Female,Yearly,2024-06-02,2025-12-25,42,10,1
CUST0539,Kristie King,30,Female,Monthly,2025-01-21,2025-06-28,35,2,1
CUST0540,Benjamin Steele,41,Female,Quarterly,2024-07-22,2025-11-19,40,5,1
CUST0541,Monica Taylor,45,Female,Monthly,2024-10-17,2025-01-03,22,8,1
CUST0542,Anthony Gomez,29,Other,Quarterly,2025-08-30,2025-10-11,35,9,1
CUST0543,Monique Smith,33,Female,Quarterly,2025-08-30,2026-01-14,14,3,1
CUST0544,Elizabeth Mckenzie,23,Other,Monthly,2024-11-13,2025-04-04,22,6,1
CUST0545,Ashley Crosby,56,Female,Yearly,2024-09-20,2025-03-20,44,3,1
CUST0546,Terri Gallegos,56,Female,Quarterly,2025-05-28,2025-11-10,17,3,1
CUST0547,John Randolph,55,Other,Quarterly,2024-09-29,2025-11-09,32,7,1
CUST0548,Wesley Clark,24,Other,Monthly,2025-12-16,2026-04-16,48,5,0
CUST0549,Amber Carter,59,Other,Yearly,2024-08-08,2025-04-25,16,8,1
CUST0550,Kenneth Simpson,59,Female,Quarterly,2024-05-06,2025-06-19,24,7,1
CUST0551,Linda Morales,39,Male,Monthly,2024-09-30,2025-10-23,6,3,1
CUST0552,Deanna Adkins,24,Female,Yearly,2025-07-28,2026-01-20,5,3,1
CUST0553,Christina Rogers,37,Male,Yearly,2024-10-03,2025-03-07,4,8,1
CUST0554,Andrew Calhoun,42,Other,Quarterly,2025-11-14,2026-04-13,10,5,0
CUST0555,Stephen Perez,48,Male,Monthly,2025-03-05,2025-04-11,12,5,1
CUST0556,Timothy Wells,35,Female,Quarterly,2026-01-19,2026-01-25,14,6,1
CUST0557,Brenda Wright,48,Female,Yearly,2025-02-02,2025-12-29,18,7,1
CUST0558,Matthew Hawkins,26,Male,Quarterly,2025-09-25,2025-12-05,40,2,1
CUST0559,Omar Hanson,34,Male,Quarterly,2024-04-25,2024-12-10,26,9,1
CUST0560,Lauren Stone,33,Male,Quarterly,2024-08-27,2024-08-30,27,10,1
CUST0561,Sharon Robertson,36,Female,Quarterly,2026-01-03,2026-01-18,30,3,1
CUST0562,William Figueroa,24,Female,Yearly,2025-04-21,2025-12-12,10,5,1
CUST0563,Jane Thomas,60,Female,Yearly,2025-05-02,2025-11-24,32,6,1
CUST0564,Jose Cunningham,26,Male,Yearly,2024-08-29,2025-05-09,11,9,1
CUST0565,David Odonnell,26,Female,Monthly,2024-07-31,2025-07-18,36,6,1
CUST0566,Bradley Holmes,55,Female,Yearly,2024-12-16,2025-10-23,38,7,1
CUST0567,Christopher Austin,21,Other,Yearly,2024-08-21,2025-01-17,7,2,1
CUST0568,Johnny Hall,21,Male,Quarterly,2025-10-02,2025-10-03,31,5,1
CUST0569,Cody Martinez,33,Female,Quarterly,2025-08-28,2026-04-13,37,1,0
CUST0570,Michael Petersen,55,Male,Quarterly,2024-12-07,2025-04-28,31,10,1
CUST0571,Timothy Rodriguez,53,Female,Monthly,2024-05-01,2026-04-12,31,7,0
CUST0572,Martin Ryan,57,Female,Quarterly,2025-08-05,2026-01-04,15,4,1
CUST0573,Amanda Nichols,34,Other,Quarterly,2025-11-28,2026-04-22,26,1,0
CUST0574,Michael Mcgrath,54,Male,Monthly,2024-05-16,2025-09-07,42,2,1
CUST0575,Pamela White,57,Male,Quarterly,2025-08-06,2025-08-18,32,3,1
CUST0576,Mark Chambers,47,Female,Monthly,2025-10-28,2025-12-10,46,4,1
CUST0577,Cristian Randolph,46,Other,Quarterly,2025-11-03,2026-04-20,11,3,0
CUST0578,Mrs. Amber Garcia,42,Male,Yearly,2024-12-13,2025-05-28,19,9,1
CUST0579,Melissa Sparks,23,Other,Yearly,2024-09-08,2025-01-05,32,9,1
CUST0580,Duane Scott,20,Other,Quarterly,2024-08-18,2025-09-02,20,7,1
CUST0581,Stephanie French,28,Female,Monthly,2025-08-14,2026-01-04,46,6,1
CUST0582,James Miller,52,Male,Quarterly,2024-06-24,2025-10-29,12,6,1
CUST0583,Jamie Gonzalez,25,Male,Monthly,2026-01-17,2026-01-29,7,1,1
CUST0584,Felicia Miller,59,Male,Monthly,2024-10-28,2026-02-04,16,8,1
CUST0585,Ronald Kim,25,Other,Monthly,2024-11-09,2025-12-27,25,3,1
CUST0586,Martin Burns,39,Other,Yearly,2025-11-30,2025-12-25,41,3,1
CUST0587,Teresa Rodriguez,30,Male,Monthly,2025-10-26,2025-11-13,48,1,1
CUST0588,Angel Smith,34,Female,Monthly,2024-08-31,2025-10-23,30,1,1
CUST0589,Trevor Hill,60,Male,Yearly,2026-02-04,2026-02-25,25,8,0
CUST0590,Adrian Welch,47,Female,Quarterly,2026-02-01,2026-03-19,17,6,0
CUST0591,Andrea Smith,50,Female,Quarterly,2024-06-27,2024-09-04,25,5,1
CUST0592,Robert Walters,18,Male,Monthly,2025-04-19,2025-09-28,20,2,1
CUST0593,Melissa Good,56,Female,Monthly,2026-02-22,2026-04-06,47,2,0
CUST0594,Melody Nguyen,48,Female,Quarterly,2025-07-23,2025-08-10,4,7,1
CUST0595,Haley Bryant,23,Male,Yearly,2025-12-27,2026-03-19,43,1,0
CUST0596,Sarah Williams,18,Female,Quarterly,2024-05-06,2025-02-13,35,2,1
CUST0597,David Serrano,21,Other,Yearly,2024-06-29,2026-04-11,0,7,0
CUST0598,Cynthia Knapp,47,Other,Quarterly,2024-09-26,2025-05-20,22,10,1
CUST0599,Zachary Brown,18,Male,Yearly,2025-11-17,2026-03-12,14,1,0
CUST0600,Terry Green,39,Male,Yearly,2025-04-16,2025-09-23,47,9,1
CUST0601,Peter Hill,41,Other,Quarterly,2025-11-01,2025-11-05,22,1,1
CUST0602,Brittney James,24,Other,Yearly,2025-04-23,2025-12-16,9,6,1
CUST0603,Reginald Roy,37,Female,Yearly,2025-11-16,2025-12-28,48,1,1
CUST0604,Cody Allen,35,Male,Quarterly,2024-08-25,2026-03-07,2,6,0
CUST0605,Christopher Key,29,Female,Quarterly,2024-10-09,2025-01-30,9,6,1
CUST0606,Victoria Huffman,46,Male,Monthly,2025-07-10,2025-10-05,27,4,1
CUST0607,Angelica Fitzpatrick,37,Male,Yearly,2024-05-10,2025-12-04,45,8,1
CUST0608,Gloria Jimenez,29,Male,Yearly,2026-02-25,2026-04-07,32,5,0
CUST0609,Carla Gomez,52,Other,Monthly,2026-03-16,2026-04-10,44,1,0
CUST0610,Gina Boyer,33,Male,Quarterly,2024-10-30,2025-03-08,39,3,1
CUST0611,John Patton,21,Female,Yearly,2025-11-21,2026-02-22,1,3,1
CUST0612,Oscar Davila,57,Other,Quarterly,2024-12-22,2025-12-22,10,8,1
CUST0613,Kristy Walsh,23,Other,Quarterly,2025-12-10,2025-12-27,32,2,1
CUST0614,Troy Brown,39,Female,Yearly,2024-08-09,2025-03-09,40,6,1
CUST0615,Ms. Jessica Rodriguez,57,Female,Yearly,2025-01-07,2025-01-21,1,2,1
CUST0616,Megan Conley,58,Other,Quarterly,2025-07-30,2025-11-07,33,9,1
CUST0617,Gary Taylor,27,Other,Quarterly,2026-02-09,2026-04-23,10,5,0
CUST0618,Scott Smith,42,Other,Quarterly,2026-03-18,2026-04-14,1,8,0
CUST0619,Mark Booker,39,Male,Quarterly,2024-12-30,2025-03-18,35,7,1
CUST0620,William Johnson,53,Other,Monthly,2025-03-26,2025-11-03,18,3,1
